"Title","Date_received","Opinion","Number_of_Findings","Nature_of_Findings",
"8005 - Carrizozo Soil & Water Conservation District (2008)","2008-12-01","Unqualified","1","<p>PY&amp;CY-1 1)Past due low interest loan</p>",
"8005 - Carrizozo Soil & Water Conservation District (2009)","2009-12-01","Unqualified","0","",
"5002 - Catron County (1998)","1998-01-01","Unqualified","3","Manegeing Grant Files, Deficit Fund Balance, Over Budget ",
"5002 - Catron County (1999)","1999-01-01","Unqualified","1","Deficit Fund Balance ",
"5002 - Catron County (2000)","2000-01-01","Qualified","7","(1)Lack of g/l (1)FA (1)CA Rec. (1)Late audit report (1)Budget process/over expenditures (1)Financial Assurance landfill (1)PY ",
"5002 - Catron County (2001)","2002-05-20","Qualified","10","PY-(1)Lack of complete general ledger (1)Fixed Assets (1)Cash reconciliation (1)Audit report (1)Budget process and overexpenditures (1)Financial Assurance Landfill CY-(1)Catron County&#039;s FY 02 Budget was not submitted by the due date (1)Cash reconciliation (1)Audit report (1)Budget process and overexpenditures ",
"5002 - Catron County (2002)","2003-03-31","Qualified","7","6 PY - (1)Fixed (capital) asset records are inadequate. (1)Budget expenditures authority was exceeded. (1)The accounting records were inadequate/out of balance. (1)Bank accounts were not reconciled. (1)The audit report was late. (1)Required reports to oversight agency were filed late/never filed. - 1 CY - (1)County Treasurer unable to produce a 10-year listing of property tax collections for Property Tax Schedule. ",
"5002 - Catron County (2003)","2004-10-14","Qualified","9","6 PY - (1)Fixed (capital) asset records are inadequate. (1)Budget expenditures authority was exceeded. (1)The accounting records were inadequate/out of balance. (1)The audit report was late. (1)Required reports to oversight agency were filed late/never filed. (1)The recorded cash balance is not reconciled to the individual fund balances or the total cash on the bank reconciliation. - 3 CY - (1)Budget submitted late. (1)County treasurer unable to provide an appropriate 10 year history of tax collections. (1)Inadequate records of individual capital projects. ",
"5002 - Catron County (2004)","2005-11-14","Adverse","23","8 PY: 1) Bank reconciliations; 1) Budget compliance; 1) General ledger maintenance; 1) late budget request; 1) Capital asset records; 1) Late audit report; 1) Tax roll reconciliation; 1) Equipment and real property management. 15 CY: 1) Purchase orders; 1) Agency credit cards; 1) Outstanding warrants and checks; 1) Ambulance billing; 1) Governmental gross receipts; 1) County clerk attestation; 1) Capital asset inventory tags; 1) Annual capital assets inventory; 1) Audit report presentation and approval 1) DFA financial reports; 1) Traval and per diem violation; 1) Reimbursement for cell phone usage; 1) Anti-donation violations; 1) Employee/independent contractor; 1) Payroll accounting.",
"5002 - Catron County (2005)","2006-08-08","Adverse","30","21 PY: 1) Purchase orders; 2) Agency credit cards; 3) Outstanding checks; 4) Bank reconciliations; 5) Ambulance billings; 6) Legal compliance with adopted budget; 7) Governmental gross receipts; 8) Maintenance of general ledger; 9) County clerk attestation; 10) Interim budget request for the 04-05 fiscal year; 11) Capital asset subsidiary records &amp; depreciation expense; 12) Capital assets invent-ory control numbers; 13) Annual inventoy of capital assets; 14) Landfill closure &amp; post-closure costs; 15) Audit report submission to NM OSA; 16) Travel &amp; per diem; 17) Reimbursement for cellular phone usage; 18) Anti-donation clause; 19) Employee vs. independent contractor; 20) Tax roll reconciliation; 21) Payroll accounting. 9 CY: 1) Form 1099 MISC; 2) Property livestock board tax rates; 3) Anti-donation clause - sheriff&#039;s dept.; 4) Compensation to volunteer firefighters; 5) Professional services contract; 6) Lodgers&#039; tax audit; 7) Approval of final budget 04-05 fiscal year; 8) Uniform allowanc",
"5002 - Catron County (2006)","2006-11-15","Adverse","17","14 PY: 1) Purchase orders; 2) Agency credit cards; 3) Reconciled cash balances; 4) Capital asset subsidiary records &amp; depreciation expense; 5) Capital assets - inventory control numbers; 6) Annual inventory of capital assets; 7) Landfill closure &amp; post-closure costs; 8) Tax roll reconciliation; 9) Travel &amp; per diem; 10) Compensation to volunteer firefighters; 11) Professional service contracts; 12) Deficit ending cash balances for budget; 13) Payroll accounting; 14) Uniform allowance. 3 CY: 1) Legal compliance with adopted budget; 2) Public employees retirement association reporting; 3) Payments for purchases.",
"5002 - Catron County (2007)","2007-11-15","Adverse","17","PY&amp;CY-11 1)5 of 25 disbursements tested did not have a purchase order 2)33 instances out of 4 credit cards tested for purchases did not have receipts attached for documentation of the purchase 3)County has not maintained complete &amp; accurate capital asset subsidiary records 4)County has not placed capital asset ID tags on property purchaes within the last 5 yrs 5)the last capital asset inventory the county conducted (07-05) incorrectly included supply items 6)County did not record an expense provision &amp; related liability for the futre closure &amp; post-closure costs for landfills located in Pie Town, Datil &amp; Reserve 7)County doesn&#039;t have an accounting system set up to gather &amp; report by agency, the amount of taxes levied, collected, distributed &amp; receivable 8)County exceeded its approved budgets for the Enhanced 911 Fund &amp; for the County Fairgrounds Fund 9)1 of 25 Travel &amp; PerDiem vouchers tested, we found that the perdiem rate was calculted incorrectly &amp; 7 instances w",
"5002 - Catron County (2008)","2008-11-17","Adverse","20","<p>PY-13 1)Purchase orders missing 2)Agency credit cards missing receipts for purchases 3)Capital assets subsidiary records and depreciation expenses 4)Capital assets-inventory control numbers 5)Annual inventory of Capital assets not being maintained 6)Landfill closure and post-closure costs 7)Tax roll reconciliation 8)Legal compliance with adopted budget-several funds exceed the fund budget expenditures 9)Travel and per diem-approvals missing and miscalculations 10)Deficit ending cash balances for budget 11)PERA reporting 12)Interim budget request submitted late 13)Compensated absences-paid vacation hours not yet earned&nbsp; CY-7&nbsp; 1)Financial statements and disclosures prepared by the IPA 2)Accounting activity deficiences 3)Bank reconciliations-outstanding checks listed in error 4)Payroll accounting-files are missing required documents 5)Cash receipts retention 6)Procurement code violations 7)Award of bid to lower bidder</p>",
"5002 - Catron County (2009)","2010-07-15","Multiple Opinion (See Audit Report)","19","",
"5002 - Catron County (2010)","2011-07-13","Multiple Opinion (See Audit Report)","17","",
"5002 - Catron County (2011)","2011-11-15","Multiple Opinion (See Audit Report)","20","",
"7012 - Central Consolidated Schools (1998)","1998-01-01","Unqualified","3","Deficit Program Bank Balances, Acct. Recording Errors, Interfund Acct. ",
"7012 - Central Consolidated Schools (1999)","1999-01-01","Unqualified","3","1 PY repeated; Deficit Bank Balances, Budget Monitoring, Under-Collateralized Balances ",
"7012 - Central Consolidated Schools (2000)","2000-01-01","Unqualified","5","(1)Monitoring of line items, (1)Budget Amounts, (1)Under Collateralization, (2)Major Federal Award ",
"7012 - Central Consolidated Schools (2001)","2002-03-18","Unqualified","19","(1)Storage of commodities (1)Improper classification of salaries (1)Best obtainable pricing (1)Cancellation of Invoices (1)Obtaining and Accounting for small Grants (1)Incorrect accounting in the student activity fund (1)Clearing accounts (1)Reports to the Board (1)Federal programs (1)Reconciliation of NMSIA Reports (1)Budget entitlement-Idea B (1)Misclassification of governement fund types (1)Physician signatures for Medicaid (1)Salaries for PL874 Special Ed (1)Lack of Budget-Carl Perkins Grant (1) Reconciliation of tax deferred compensation (1)PR wage reports (1) Expenditures in excess of approved budget (1)Timeliness of audit report ",
"7012 - Central Consolidated Schools (2002)","2003-06-11","Unqualified","7","2 PY - (1)The audit report was late. (1)Improper storage of commodities. - 5 CY - (1)Disallowed activities/expenditures. (1)Lack of grant monitoring. (1)Cash management. (1)Transportation and bus maintenance records. (1)Investments in prohibited investments. ",
"7012 - Central Consolidated Schools (2003)","2004-01-07","Unqualified","5","2 PY - (1)The audit report was late. (1)Storage of commodities. - 3 CY - (1)Classification of bus drivers&#039; salaries. Some salaries are charged to accounts reserved for non-employee contractors. (1)Medicaid billing procedures. (1)Special education expenditures-amounts charged to PL 81-874 Impact Aid may have not been for the benefit of the special education program. ",
"7012 - Central Consolidated Schools (2004)","2004-11-12","Unqualified","2","2 CY: 1) Fraud policy; 1) Monitoring wages of laborers.",
"7012 - Central Consolidated Schools (2005)","2005-11-15","Unqualified","5","5 CY: 1) Monitoring wages of laborers; 2) Credit card expenditure documentation; 3) Travel expend-iture vouchers; 4) Federal grant cash management; 5) Asset capitalization.",
"7012 - Central Consolidated Schools (2006)","2007-12-14","Unqualified","5","PY&amp;CY-1 1)District #22 held an excessive cash balance in the English language Acquisition Grant fund at the end of fiscal yr. CY-4 1)Late data collection form 2)Late Audit report due to the illness of the IPA 3)Budget exceeded for Federal Grant 4)Admin costs charged to English Language Acquisition grant by the District exceeded the allowed amount",
"7012 - Central Consolidated Schools (2007)","2008-09-29","Unqualified","6","<p>PY-3 1)Late audit report-repeated &amp; revised 2)overspending of budgeted amounts-repeated &amp; revised 3)Audit report submission of data collection form and reporting package&nbsp; CY-3 1)Timeliness of deposits 2)Internal control structure standards 3)Period of availability of funds</p>",
"7012 - Central Consolidated Schools (2008)","2008-11-17","Unqualified","3","<p>PY-2 1)Timeliness of Deposits 2)Internal control structure standards&nbsp; CY-1 1)Disaster recovery plan</p>",
"7012 - Central Consolidated Schools (2009)","2009-11-13","Unqualified","1","",
"7012 - Central Consolidated Schools (2010)","2010-11-15","Unqualified","6","",
"7012 - Central Consolidated Schools (2011)","2012-04-26","In review","0","",
"8006 - Central Curry Soil & Water Conservation District (2004)","2005-05-16","Unqualified","3","CY-3 1)Timesheets for the new district manager were not always signed by the employee 2)Cash handling does not allow for timely deposits 3)Procurement code requiements were not bein gfollowed",
"8006 - Central Curry Soil & Water Conservation District (2005)","2006-06-14","Unqualified","1","<p>CY-1 1)Travel &amp; per diem Act violations</p>",
"8006 - Central Curry Soil & Water Conservation District (2006)","2008-03-28","Unqualified","1","<p>CY-1 1)Improper approval and missing signatures on checks</p>",
"8006 - Central Curry Soil & Water Conservation District (2011)","2011-12-01","In review","0","",
"966 - Central New Mexico Community College (2001)","2001-10-16","Unqualified","2","(1)Expenditures exceeded budgeted expenditures (1)New reporting model for public colleges ",
"966 - Central New Mexico Community College (2002)","2002-10-21","Unqualified","3","CY - (1)purchase/procurement code violations, (1)architect fees pd without proper approval, (1)defalcation of payroll checks ",
"966 - Central New Mexico Community College (2003)","2003-10-15","Unqualified","5","1 PY - (1)Payment of Architectural fees. - 4 CY - (1)IT Disaster recovery. (1)IT Programmer access. (1)IT Security Plan. (1)IT Financial Aid appeal table review. ",
"966 - Central New Mexico Community College (2004)","2004-10-20","Unqualified","2","1 PY - (1)No verification that changes to system agree with changes authorized by the appeals committee. - 1 CY - (1)Construction change requests were not properly approved by TVI. ",
"966 - Central New Mexico Community College (2005)","2005-10-31","Unqualified","3","3 CY: 1) Budget expenditures authority was exceeded; 2) Violation of section F.8 of the Foundation&#039;s investment policy; 3) Foundation/expense reimbursement policy.",
"966 - Central New Mexico Community College (2006)","2006-11-15","Unqualified","2","2 CY: 1) Violation of foundation&#039;s investment policy; 2) Unapproved nonaudit services by State Auditor.",
"966 - Central New Mexico Community College (2007)","2007-11-14","Unqualified","4","CY-4 1)Participation agreements 2)Construction contract 3)W-2 withholdings 4)Travel reimbursements",
"966 - Central New Mexico Community College (2008)","2008-11-13","Unqualified","3","<p>Cy-3 1)General IT controls 2)Payroll files 3)Budget</p>",
"966 - Central New Mexico Community College (2009)","2009-11-15","Unqualified","8","",
"966 - Central New Mexico Community College (2010)","2010-11-05","Unqualified","8","",
"966 - Central New Mexico Community College (2011)","2011-11-01","Unqualified","4","",
"966-A - Central New Mexico Community College Foundation (2006)","2006-11-15","Unqualified","1","1 CY: Violation of section F.10 of the foundation&#039;s investment policy.",
"966-A - Central New Mexico Community College Foundation (2007)","2007-11-14","Unqualified","0","",
"966-A - Central New Mexico Community College Foundation (2008)","2008-11-13","Unqualified","0","",
"966-A - Central New Mexico Community College Foundation (2009)","2009-11-15","Unqualified","3","",
"966-A - Central New Mexico Community College Foundation (2010)","2010-11-12","Unqualified","3","",
"966-A - Central New Mexico Community College Foundation (2011)","2011-11-01","Unqualified","0","",
"7094 - Central Region Educational Cooperative (REC #5) (1998)","1998-01-01","Unqualified","2","Accounting Software, Unemployment &amp;amp; Workers Comp. Reporting ",
"7094 - Central Region Educational Cooperative (REC #5) (1999)","1999-01-01","Unqualified","2","Bank Fees and Interest Income, Fixed Assets ",
"7094 - Central Region Educational Cooperative (REC #5) (2000)","2000-01-01","Unqualified","8","(1)Py, (1)Bank, (1)Council Minutes, (1)FA, (1)Occupancy, (1)Grants, (2)AP ",
